DWH_SK,DWH_DELTA_DATE,DWH_BATCH_DATETIME,DWH_BATCH_DATE,ID,PRODUCT_NAME,PRODUCT_ID,PRICE_AT_PURCHASE,QUANTITY,CREATED_DATE,UPDATED_DATE,GENERATED_DATETIME,GENERATED_DATE,PURCHASE_ID,DWH_IS_LATEST
7137173529846111941,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,162,Managed 5thgeneration workforce,125,1290.000,3,2025-10-02 13:17:29.592333,2025-10-02 13:17:29.592333,2023-12-30 06:23:25,2023-12-30,148,1
4313831782551706870,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,165,User-friendly transitional complexity,128,4926.000,3,2025-10-02 13:17:29.615101,2025-10-02 13:17:29.615101,2025-12-06 02:07:36,2025-12-06,151,1
16619227265891927066,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,199,Persistent empowering knowledge user,120,4333.000,1,2025-10-02 13:17:29.888167,2025-10-02 13:17:29.888167,2025-03-02 11:49:30,2025-03-02,185,1
1551842304497536246,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,203,Extended scalable moderator,124,6576.000,2,2025-10-02 13:17:29.920756,2025-10-02 13:17:29.920756,2024-10-30 13:04:13,2024-10-30,189,1
2896527634196226788,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,211,Inverse regional installation,132,1125.000,3,2025-10-02 13:17:29.986827,2025-10-02 13:17:29.986827,2024-04-14 23:05:47,2024-04-14,197,1
3751600832889329889,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,214,Laptop ultra 2000,1,2800.000,2,2025-10-02 13:17:30.011027,2025-10-02 13:17:30.011027,2025-12-26 17:38:56,2025-12-26,200,1
1070598494103051596,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,257,Devolved next generation database,126,4096.000,1,2025-10-02 13:18:19.678717,2025-10-02 13:18:19.678717,2024-11-15 18:49:38,2024-11-15,23,1
9928013102170616050,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,3,Laptop ultra 2000,1,1250.000,5,2025-09-16 14:45:47.23907,2025-09-17 14:51:21.089345,2025-01-01 10:10:10,2025-01-01,3,1
852907665105627484,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,4,Laptop ultra 2000,1,1400.000,1,2025-09-26 13:45:38.632775,2025-09-26 13:45:38.632799,2025-01-01 10:10:10,2025-01-01,4,1
6080945860250969412,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,49,Polarized high-level firmware,117,3520.000,1,2025-10-02 13:17:28.535956,2025-10-02 13:17:28.535956,2023-04-18 15:13:25,2023-04-18,35,1
757827959302154173,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,50,Persistent mobile moderator,118,1443.000,3,2025-10-02 13:17:28.53951,2025-10-02 13:17:28.53951,2025-06-18 09:39:55,2025-06-18,36,1
3063323385948912795,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,71,Persistent mobile moderator,118,1924.000,4,2025-10-02 13:17:28.713889,2025-10-02 13:17:28.713889,2024-11-05 05:21:17,2024-11-05,57,1
19510730882438875,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,125,Advanced national superstructure,130,6972.000,3,2025-10-02 13:17:29.170988,2025-10-02 13:17:29.170988,2025-10-26 21:02:03,2025-10-26,111,1
2104050779423674632,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,141,Managed 5thgeneration workforce,125,1290.000,3,2025-10-02 13:17:29.297502,2025-10-02 13:17:29.297502,2025-06-07 12:06:59,2025-06-07,127,1
5230734399350976398,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,144,User-friendly transitional complexity,128,4926.000,3,2025-10-02 13:17:29.313394,2025-10-02 13:17:29.313394,2024-10-07 01:00:58,2024-10-07,130,1
12721610365041157912,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,155,Persistent mobile moderator,118,2405.000,5,2025-10-02 13:17:29.513388,2025-10-02 13:17:29.513388,2023-06-25 14:30:39,2023-06-25,141,1
8474245546894858597,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,2,Laptop ultra 2000,1,1250.000,2,2025-09-09 14:25:29.548659,2025-09-17 14:51:23.620754,2025-01-01 10:10:10,2025-01-01,2,1
11929832397702512759,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,204,Managed 5thgeneration workforce,125,1290.000,3,2025-10-02 13:17:29.929221,2025-10-02 13:17:29.929221,2024-05-17 16:40:34,2024-05-17,190,1
11522887276684302215,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,208,Implemented motivating array,129,5652.000,3,2025-10-02 13:17:29.962831,2025-10-02 13:17:29.962831,2023-03-17 14:17:41,2023-03-17,194,1
6266096421520623771,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,209,Advanced national superstructure,130,2324.000,1,2025-10-02 13:17:29.970722,2025-10-02 13:17:29.970722,2024-05-20 18:03:59,2024-05-20,195,1
13779088779294383523,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,210,Persevering optimizing capability,131,11364.000,4,2025-10-02 13:17:29.978983,2025-10-02 13:17:29.978983,2025-10-21 22:30:05,2025-10-21,196,1
3079287577039967585,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,213,Grass-roots bifurcated methodology,134,20695.000,5,2025-10-02 13:17:30.00453,2025-10-02 13:17:30.00453,2024-01-01 11:24:03,2024-01-01,199,1
11746748110094077011,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,222,Self-enabling object-oriented productivity,122,3769.000,1,2025-10-02 13:17:30.074857,2025-10-02 13:17:30.074857,2025-03-30 05:53:19,2025-03-30,208,1
6160998145414483360,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,230,Total needs-based structure,119,17070.000,5,2025-10-02 13:18:16.937507,2025-10-02 13:18:16.937507,2024-11-14 10:56:30,2024-11-14,16,1
8568530802001954237,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,254,Exclusive zero administration structure,123,2328.000,2,2025-10-02 13:18:19.620884,2025-10-02 13:18:19.620884,2023-12-08 09:44:19,2023-12-08,20,1
15831492114429709743,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,264,Business-focused explicit focus group,133,5856.000,2,2025-10-02 13:18:19.797704,2025-10-02 13:18:19.797704,2023-07-28 06:47:42,2023-07-28,30,1
7672142733783498830,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,27,Ergonomic disintermediate matrices,116,1011.000,1,2025-10-02 13:17:28.350183,2025-10-02 13:17:28.350183,2025-12-13 12:47:24,2025-12-13,3,1
1524384271589610780,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,30,Total needs-based structure,119,13656.000,4,2025-10-02 13:17:28.377208,2025-10-02 13:17:28.377208,2023-05-11 13:19:35,2023-05-11,16,1
7243159283410782015,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,31,Persistent empowering knowledge user,120,12999.000,3,2025-10-02 13:17:28.385855,2025-10-02 13:17:28.385855,2025-03-02 20:51:34,2025-03-02,17,1
14188457938468894087,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,95,Customizable motivating intranet,121,7905.000,5,2025-10-02 13:17:28.920983,2025-10-02 13:17:28.920983,2024-10-29 05:26:03,2024-10-29,81,1
3438923764666014666,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,104,Advanced national superstructure,130,9296.000,4,2025-10-02 13:17:28.997319,2025-10-02 13:17:28.997319,2023-01-11 19:01:26,2023-01-11,90,1
12304443664934279575,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,105,Persevering optimizing capability,131,11364.000,4,2025-10-02 13:17:29.005583,2025-10-02 13:17:29.005583,2025-08-29 12:39:52,2025-08-29,91,1
8388359732707225614,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,171,Grass-roots bifurcated methodology,134,4139.000,1,2025-10-02 13:17:29.663821,2025-10-02 13:17:29.663821,2025-07-18 15:12:29,2025-07-18,157,1
13523279681849838130,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,194,Reduced well-modulated neural-net,115,2925.000,1,2025-10-02 13:17:29.847973,2025-10-02 13:17:29.847973,2025-10-25 06:12:05,2025-10-25,180,1
9486629019436025249,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,240,Implemented motivating array,129,7536.000,4,2025-10-02 13:18:17.102975,2025-10-02 13:18:17.102975,2025-08-04 06:13:46,2025-08-04,26,1
16706346282335844261,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,262,Persevering optimizing capability,131,8523.000,3,2025-10-02 13:18:19.757387,2025-10-02 13:18:19.757387,2025-06-29 07:39:01,2025-06-29,28,1
17951401930693974477,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,45,Grass-roots bifurcated methodology,134,16556.000,4,2025-10-02 13:17:28.492634,2025-10-02 13:17:28.492634,2024-02-14 01:48:19,2024-02-14,31,1
4901686736536972242,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,89,Reduced well-modulated neural-net,115,8775.000,3,2025-10-02 13:17:28.874605,2025-10-02 13:17:28.874605,2023-08-06 14:18:48,2023-08-06,75,1
14942296431042778857,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,94,Persistent empowering knowledge user,120,21665.000,5,2025-10-02 13:17:28.904171,2025-10-02 13:17:28.904171,2024-09-03 17:27:28,2024-09-03,80,1
16021785192247051478,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,111,Ergonomic disintermediate matrices,116,3033.000,3,2025-10-02 13:17:29.060299,2025-10-02 13:17:29.060299,2023-08-10 14:50:30,2023-08-10,97,1
14628949191122722075,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,114,Total needs-based structure,119,17070.000,5,2025-10-02 13:17:29.075995,2025-10-02 13:17:29.075995,2024-01-02 09:05:08,2024-01-02,100,1
12265693307280495011,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,167,Advanced national superstructure,130,6972.000,3,2025-10-02 13:17:29.631876,2025-10-02 13:17:29.631876,2023-05-07 20:48:26,2023-05-07,153,1
14021003778245854773,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,185,Mandatory full-range data-warehouse,127,7780.000,4,2025-10-02 13:17:29.767044,2025-10-02 13:17:29.767044,2025-06-24 13:28:47,2025-06-24,171,1
12484090409516329947,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,193,Laptop ultra 2000,1,2800.000,2,2025-10-02 13:17:29.841175,2025-10-02 13:17:29.841175,2025-04-12 03:08:41,2025-04-12,179,1
9589617471138353557,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,206,Mandatory full-range data-warehouse,127,9725.000,5,2025-10-02 13:17:29.945644,2025-10-02 13:17:29.945644,2024-04-19 23:01:42,2024-04-19,192,1
9462388145812779741,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,235,Extended scalable moderator,124,13152.000,4,2025-10-02 13:18:17.023664,2025-10-02 13:18:17.023664,2024-04-16 01:00:01,2024-04-16,21,1
14622574804286306100,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,237,Devolved next generation database,126,12288.000,3,2025-10-02 13:18:17.055284,2025-10-02 13:18:17.055284,2025-11-20 18:42:33,2025-11-20,23,1
16417347739534223554,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,242,Persevering optimizing capability,131,11364.000,4,2025-10-02 13:18:17.135937,2025-10-02 13:18:17.135937,2025-07-13 02:08:01,2025-07-13,28,1
5788350148014545313,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,263,Inverse regional installation,132,375.000,1,2025-10-02 13:18:19.782059,2025-10-02 13:18:19.782059,2023-02-12 02:03:04,2023-02-12,29,1
4425618327264018860,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,28,Polarized high-level firmware,117,10560.000,3,2025-10-02 13:17:28.358231,2025-10-02 13:17:28.358231,2024-08-16 05:45:43,2024-08-16,4,1
12337084405999500373,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,29,Persistent mobile moderator,118,1924.000,4,2025-10-02 13:17:28.36819,2025-10-02 13:17:28.36819,2023-11-03 19:18:43,2023-11-03,15,1
4775013840540373053,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,54,Self-enabling object-oriented productivity,122,15076.000,4,2025-10-02 13:17:28.575554,2025-10-02 13:17:28.575554,2025-06-13 15:46:41,2025-06-13,40,1
2215112973233524233,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,61,Implemented motivating array,129,9420.000,5,2025-10-02 13:17:28.641741,2025-10-02 13:17:28.641741,2025-02-01 23:45:57,2025-02-01,47,1
5659936337446799966,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,66,Grass-roots bifurcated methodology,134,4139.000,1,2025-10-02 13:17:28.682885,2025-10-02 13:17:28.682885,2023-04-11 02:25:59,2023-04-11,52,1
9406868208204496588,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,90,Ergonomic disintermediate matrices,116,1011.000,1,2025-10-02 13:17:28.874605,2025-10-02 13:17:28.874605,2023-01-13 01:19:11,2023-01-13,76,1
6806552902511509396,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,116,Customizable motivating intranet,121,1581.000,1,2025-10-02 13:17:29.091689,2025-10-02 13:17:29.091689,2025-10-01 11:05:59,2025-10-01,102,1
10266128721655786271,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,120,Managed 5thgeneration workforce,125,1720.000,4,2025-10-02 13:17:29.123454,2025-10-02 13:17:29.123454,2024-11-21 14:56:56,2024-11-21,106,1
10884475907341972795,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,130,Laptop ultra 2000,1,5600.000,4,2025-10-02 13:17:29.202344,2025-10-02 13:17:29.202344,2023-10-12 09:56:11,2023-10-12,116,1
11657072507294325450,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,159,Self-enabling object-oriented productivity,122,3769.000,1,2025-10-02 13:17:29.56565,2025-10-02 13:17:29.56565,2024-07-10 18:53:15,2024-07-10,145,1
1036633716725659599,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,212,Business-focused explicit focus group,133,14640.000,5,2025-10-02 13:17:29.994852,2025-10-02 13:17:29.994852,2024-06-24 11:31:32,2024-06-24,198,1
9781471348047701302,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,238,Mandatory full-range data-warehouse,127,5835.000,3,2025-10-02 13:18:17.073215,2025-10-02 13:18:17.073215,2025-07-16 10:20:39,2025-07-16,24,1
15803376536304893410,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,68,Reduced well-modulated neural-net,115,5850.000,2,2025-10-02 13:17:28.701619,2025-10-02 13:17:28.701619,2025-06-03 03:17:40,2025-06-03,54,1
4760366509307121072,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,70,Polarized high-level firmware,117,3520.000,1,2025-10-02 13:17:28.713889,2025-10-02 13:17:28.713889,2025-01-18 04:34:55,2025-01-18,56,1
17474745164226578662,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,99,Managed 5thgeneration workforce,125,860.000,2,2025-10-02 13:17:28.953156,2025-10-02 13:17:28.953156,2023-01-07 01:54:38,2023-01-07,85,1
10171201450521628974,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,101,Mandatory full-range data-warehouse,127,9725.000,5,2025-10-02 13:17:28.972119,2025-10-02 13:17:28.972119,2024-04-05 10:55:30,2024-04-05,87,1
2216446905824256224,2025-10-06 09:00:02,2025-10-06 09:00:02,2025-10-06,157,Persistent empowering knowledge user,120,17332.000,4,2025-10-02 13:17:29.544904,2025-10-02 13:17:29.544904,2025-02-16 18:19:22,2025-02-16,143,1
